School Number,Date,Enrolled,Absent,Present,Released
10,20190301,353,35,317,1
10,20190305,352,21,330,1
10,20190306,352,29,322,1
10,20190307,353,20,333,0
10,20190308,352,24,327,1
10,20190311,352,35,316,1
10,20190312,352,15,336,1
10,20190313,352,37,314,1
10,20190314,352,87,265,0
10,20190315,352,26,325,1
10,20190318,353,28,324,1
10,20190319,353,25,327,1
10,20190320,353,26,326,1
10,20190321,353,32,321,0
10,20190322,353,43,309,1
10,20190325,352,39,312,1
10,20190326,352,23,328,1
10,20190327,352,26,325,1
10,20190328,352,23,329,0
10,20190329,352,30,321,1
10,20190401,352,34,317,1
10,20190402,352,21,330,1
10,20190403,352,27,324,1
10,20190404,352,24,328,0
10,20190405,352,41,310,1
10,20190408,352,36,315,1
10,20190409,352,30,322,0
10,20190410,352,21,330,1
10,20190411,352,30,322,0
10,20190412,352,31,320,1
10,20190415,352,50,301,1
10,20190416,352,32,320,0
10,20190417,352,25,326,1
10,20190418,351,34,317,0
10,20190429,350,32,317,1
10,20190430,349,36,313,0
10,20190501,349,19,329,1
10,20190502,349,20,329,0
10,20190503,349,36,312,1
10,20190506,349,31,317,1
10,20190507,349,22,326,1
10,20190508,349,26,322,1
10,20190509,349,20,329,0
10,20190510,349,30,318,1
10,20190513,351,42,308,1
10,20190514,351,32,318,1
10,20190515,350,27,322,1
10,20190516,350,25,324,1
10,20190517,350,35,315,0
10,20190520,350,30,319,1
10,20190521,350,23,326,1
10,20190522,350,31,318,1
10,20190523,350,37,313,0
10,20190524,350,40,309,1
10,20190528,350,41,308,1
10,20190529,350,26,323,1
10,20190530,350,32,318,0
10,20190531,350,32,317,1
10,20190603,350,30,319,1
10,20190605,350,28,321,1
10,20190607,350,37,312,1
10,20190610,350,50,299,1
10,20190612,350,27,322,1
10,20190613,350,29,321,0
10,20190614,350,39,310,1
10,20190617,340,50,289,1
10,20190618,340,51,288,1
10,20190619,340,35,304,1
10,20190620,340,34,306,0
10,20190621,340,81,258,1
10,20190624,340,102,237,1
10,20190625,340,115,224,1
10,20190626,340,86,253,1
